device_name,hardware_key,asset_code,alarm_code,alarm_name,description,severity,category,start_utc,end_utc,duration_min,is_resolved,resolved_by,flag,target_morning_overlap
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T10:13:00,2026-03-21T10:15:00,2.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-21T10:17:00,2026-03-21T10:19:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T10:23:00,2026-03-21T12:31:00,128.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-21T12:09:00,2026-03-21T12:11:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T12:33:00,2026-03-21T13:31:00,58.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (47)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-03-21T12:47:28,2026-03-22T12:12:47,1405.3,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T13:32:00,2026-03-21T14:34:00,62.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-21T14:23:00,2026-03-21T14:25:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T14:35:00,2026-03-21T14:36:00,1.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T14:37:00,2026-03-21T18:29:00,232.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T18:33:00,2026-03-21T19:40:00,67.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-21T19:25:00,2026-03-21T19:27:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T19:41:00,2026-03-21T21:01:00,80.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T21:03:00,2026-03-21T21:09:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T21:11:00,2026-03-21T21:14:00,3.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T21:16:00,2026-03-21T23:17:00,121.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-21T22:39:00,2026-03-21T22:43:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-21T22:45:00,2026-03-21T22:47:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-21T23:19:00,2026-03-22T00:35:00,76.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T00:39:00,2026-03-22T00:55:00,16.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T00:57:00,2026-03-22T01:27:00,30.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T01:03:00,2026-03-22T01:05:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T01:29:00,2026-03-22T02:31:00,62.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T01:33:00,2026-03-22T01:37:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T02:11:00,2026-03-22T02:13:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T02:37:00,2026-03-22T03:51:00,74.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T04:15:00,2026-03-22T04:17:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T04:17:00,2026-03-22T04:28:00,11.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T04:29:00,2026-03-22T05:17:00,48.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T04:35:00,2026-03-22T04:41:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T05:11:00,2026-03-22T05:13:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T05:18:00,2026-03-22T05:29:00,11.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T06:15:00,2026-03-22T07:14:00,59.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T07:15:00,2026-03-22T07:45:00,30.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T07:43:00,2026-03-22T07:45:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T07:49:00,2026-03-22T08:13:00,24.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T08:15:00,2026-03-22T09:00:00,45.0,True,Unable to verify name,,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-03-22T08:31:35,2026-03-22T09:36:43,65.1,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T09:01:00,2026-03-22T09:21:00,20.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T09:05:00,2026-03-22T09:07:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T09:23:00,2026-03-22T09:51:00,28.0,True,Unable to verify name,,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-03-22T09:36:03,2026-03-22T09:43:09,7.1,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T09:53:00,2026-03-22T09:57:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T09:58:00,2026-03-22T11:26:00,88.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T10:05:00,2026-03-22T10:07:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T11:27:00,2026-03-22T11:47:00,20.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T11:51:00,2026-03-22T12:09:00,18.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T12:03:00,2026-03-22T12:09:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T12:11:00,2026-03-22T12:35:00,24.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (35)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-03-22T12:12:47,2026-03-23T12:28:36,1455.8,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T12:37:00,2026-03-22T13:03:00,26.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T13:04:00,2026-03-22T14:28:00,84.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T13:25:00,2026-03-22T13:29:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T14:07:00,2026-03-22T14:13:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T14:29:00,2026-03-22T15:03:00,34.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T15:05:00,2026-03-22T17:43:00,158.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T17:07:00,2026-03-22T17:09:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T17:45:00,2026-03-22T18:45:00,60.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T18:47:00,2026-03-22T19:45:00,58.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T19:46:00,2026-03-22T21:17:00,91.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T20:33:00,2026-03-22T20:37:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T21:18:00,2026-03-22T21:37:00,19.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T21:41:00,2026-03-22T21:47:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T21:49:00,2026-03-22T22:25:00,36.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-22T22:01:00,2026-03-22T22:03:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T22:27:00,2026-03-22T22:33:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T22:35:00,2026-03-22T22:49:00,14.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T22:51:00,2026-03-22T23:11:00,20.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-22T23:13:00,2026-03-23T01:10:00,117.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-23T00:41:00,2026-03-23T00:43:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T01:11:00,2026-03-23T01:17:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T01:21:00,2026-03-23T02:20:00,59.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T02:21:00,2026-03-23T03:17:00,56.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-23T02:51:00,2026-03-23T02:53:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T03:19:00,2026-03-23T03:23:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T03:25:00,2026-03-23T03:29:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T03:31:00,2026-03-23T03:51:00,20.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T03:52:00,2026-03-23T03:53:00,1.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T03:57:00,2026-03-23T04:07:00,10.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T04:09:00,2026-03-23T05:56:00,107.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T05:57:00,2026-03-23T06:03:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T06:05:00,2026-03-23T07:15:00,70.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T07:16:00,2026-03-23T07:29:00,13.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-23T07:27:00,2026-03-23T07:29:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T07:35:00,2026-03-23T08:39:00,64.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T08:41:00,2026-03-23T08:45:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T08:46:00,2026-03-23T11:02:00,136.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-23T08:49:00,2026-03-23T08:53:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T11:03:00,2026-03-23T11:19:00,16.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T11:20:00,2026-03-23T11:54:00,34.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T11:55:00,2026-03-23T12:27:00,32.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-23T11:59:00,2026-03-23T12:01:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (35)	 Communication: 3 test suites failed out of 5 (8 new messages)",0,4,2026-03-23T12:28:35,2026-03-24T11:28:12,1379.6,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T12:29:00,2026-03-23T14:41:00,132.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T14:43:00,2026-03-23T14:49:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T14:51:00,2026-03-23T19:39:00,288.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-23T17:31:00,2026-03-23T17:37:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T19:43:00,2026-03-23T20:45:00,62.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T20:47:00,2026-03-23T22:17:00,90.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T22:18:00,2026-03-23T22:24:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T22:25:00,2026-03-23T23:23:00,58.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: No motion,0,3,2026-03-23T23:27:00,2026-03-24T11:53:00,746.0,True,Unable to verify name,,
SunGrow SG125HV - Inverter 49,H312437,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:38:00,2026-03-24T11:52:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 76,H312464,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:53:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 51,H312439,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:55:00,676.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 79,H312467,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:53:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 73,H312461,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:55:00,676.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 78,H312466,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:53:00,674.0,True,Unable to verify name,Communication,
SEL-751 Relay (with control),H312387,DA,604,SEL Recloser Open Alarm,SEL Relay is open,0,3,2026-03-24T00:39:00,2026-03-24T11:53:00,674.0,True,Unable to verify name,Recloser/Grid,
SEL-751 Relay (with control),H312387,DA,443,Data Comparison Alert,Recloser Open	 Register 'Breaker Status': (0 = 0).,0,4,2026-03-24T00:39:00,2026-03-24T12:37:17,718.3,True,Unable to verify name,Recloser/Grid,
AE Smart UPS,H312484,DA,548,Phoenix Contact - Quint UPS Alerts,Battery Mode Activated,0,3,2026-03-24T00:39:00,2026-03-24T11:53:00,674.0,True,Unable to verify name,,
SunGrow SG125HV - Inverter 13,H312400,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:05:00,626.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 12,H312399,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:05:00,626.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 10,H312397,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:01:00,622.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 16,H312403,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:05:00,626.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 14,H312401,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:03:00,624.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 15,H312402,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:03:00,624.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 80,H312468,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:39:00,2026-03-24T11:53:00,674.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 29,H312416,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:40:00,2026-03-24T11:52:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 1,H312388,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:40:00,2026-03-24T11:04:00,624.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 74,H312462,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 32,H312419,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 41,H312428,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 48,H312436,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 52,H312440,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 35,H312422,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 57,H312445,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 42,H312429,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 67,H312455,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 75,H312463,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 65,H312453,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-03-24T00:41:00,2026-03-24T11:53:00,672.0,True,Unable to verify name,Communication,
