device_name,hardware_key,asset_code,alarm_code,alarm_name,description,severity,category,start_utc,end_utc,duration_min,is_resolved,resolved_by,flag,target_morning_overlap
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T15:53:00,2026-05-12T16:07:00,14.0,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T16:08:00,2026-05-12T16:20:00,12.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T16:21:00,2026-05-12T16:42:00,21.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T16:36:00,2026-05-12T16:38:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T16:44:00,2026-05-12T17:13:00,29.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T17:14:00,2026-05-12T18:45:00,91.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T18:48:00,2026-05-12T18:52:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T18:54:00,2026-05-12T20:19:00,85.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T19:22:00,2026-05-12T19:24:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T19:38:00,2026-05-12T19:40:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T20:22:00,2026-05-12T20:40:00,18.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T20:26:00,2026-05-12T20:28:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T20:42:00,2026-05-12T20:49:00,7.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T20:50:00,2026-05-12T20:52:00,2.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 78,H312466,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T20:51:00,2026-05-12T21:17:00,26.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T20:52:00,2026-05-12T21:21:00,29.0,True,Unable to verify name,,
SunGrow SG125HV - Inverter 75,H312463,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T21:01:00,2026-05-12T21:17:00,16.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 67,H312455,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T21:01:00,2026-05-12T21:17:00,16.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 74,H312462,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T21:01:00,2026-05-12T21:17:00,16.0,True,Unable to verify name,Communication,
SunGrow SG125HV - Inverter 63,H312451,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T21:01:00,2026-05-12T21:17:00,16.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T21:22:00,2026-05-13T00:51:00,209.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T23:31:00,2026-05-12T23:33:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T00:52:00,2026-05-13T01:34:00,42.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T01:36:00,2026-05-13T05:14:00,218.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (2)	 Communication: 3 test suites failed out of 5 (87 new messages)",0,4,2026-05-13T02:03:39,2026-05-13T23:27:32,1283.9,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T03:17:00,2026-05-13T03:21:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T05:16:00,2026-05-13T05:36:00,20.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T05:38:00,2026-05-13T05:42:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T05:44:00,2026-05-13T05:56:00,12.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T05:58:00,2026-05-13T08:08:00,130.0,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T06:33:00,2026-05-13T06:35:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T06:44:00,2026-05-13T06:48:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T06:47:00,2026-05-13T06:49:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T08:10:00,2026-05-13T08:53:00,43.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T08:54:00,2026-05-13T09:05:00,11.0,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T08:59:00,2026-05-13T09:01:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T09:06:00,2026-05-13T09:29:00,23.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T09:30:00,2026-05-13T09:52:00,22.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T09:56:00,2026-05-13T10:03:00,7.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T10:27:00,2026-05-13T10:29:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T10:46:00,2026-05-13T11:12:00,26.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T11:16:00,2026-05-13T12:40:00,84.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T12:42:00,2026-05-13T12:47:00,5.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T12:48:00,2026-05-13T13:36:00,48.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T12:55:00,2026-05-13T12:57:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T13:28:00,2026-05-13T13:32:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T13:40:00,2026-05-13T14:54:00,74.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T14:17:00,2026-05-13T14:19:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T15:00:00,2026-05-13T16:06:00,66.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T16:08:00,2026-05-13T16:33:00,25.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T16:34:00,2026-05-13T18:06:00,92.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T18:08:00,2026-05-13T19:34:00,86.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T18:28:00,2026-05-13T18:36:00,8.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T19:36:00,2026-05-13T22:30:00,174.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T20:10:00,2026-05-13T20:12:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T20:21:00,2026-05-13T20:23:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-13T22:10:00,2026-05-13T22:14:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T22:34:00,2026-05-13T22:47:00,13.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T22:48:00,2026-05-13T23:02:00,14.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T23:04:00,2026-05-13T23:31:00,27.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 3 test suites failed out of 5 (10 new messages)",0,4,2026-05-13T23:27:32,2026-05-14T21:00:22,1292.8,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-13T23:32:00,2026-05-14T01:00:00,88.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-14T01:01:00,2026-05-14T01:54:00,53.0,True,Unable to verify name,,
